Product ID,Product Name,Category,Sub-Category,Unit Price,Sales,row_number
TEC-AC-5875,SanDisk Memory Card USB,Technology,Accessories,112.62,900.96,298
OFF-LA-3240,Avery 518,Office Supplies,Labels,3.15,18.9,308
TEC-MA-6153,StarTech Receipt Printer White,Technology,Machines,108.99,762.93,309
OFF-AP-4247,Fellowes Basic Home/Office Series Surge Protectors,Office Supplies,Appliances,12.98,12.98,299
OFF-FA-3081,Alliance Rubber Bands,Office Supplies,Fasteners,1.68,8.4,306
OFF-ST-4891,Iris Project Case,Office Supplies,Storage,6.38,12.77,312
TEC-PH-5253,Motorola Headset VoIP,Technology,Phones,71.85,359.24,311
OFF-AR-3450,BIC Canvas Water Color,Office Supplies,Art,51.19,307.15,300
FUR-CH-5796,SAFCO Rocking Chair Set of Two,Furniture,Chairs,91.44,640.08,303
TEC-MA-5498,Okidata Card Printer Red,Technology,Machines,172.98,1210.86,309
OFF-BI-3281,Avery Hidden Tab Dividers for Binding Systems,Office Supplies,Binders,0.89,3.58,301
FUR-FU-3030,Advantus Door Stop Erganomic,Furniture,Furnishings,30.56,275.0,307
OFF-ST-3058,Advantus Rolling Drawer Organizers,Office Supplies,Storage,38.48,269.36,312
TEC-MA-6349,Wasp CCD Handheld Bar Code Reader,Technology,Machines,112.17,336.51,309
TEC-CO-3682,Canon Fax and Copier Color,Technology,Copiers,192.78,963.9,304
TEC-CO-4787,HP Personal Copier Laser,Technology,Copiers,124.29,621.45,304
FUR-TA-3429,Bevis Round Table Adjustable Height,Furniture,Tables,277.54,1387.68,314
FUR-FU-4334,G.E. Longer-Life Indoor Recessed Floodlight Bulbs,Furniture,Furnishings,6.64,13.28,307
OFF-AP-4950,KitchenAid Blender Silver,Office Supplies,Appliances,98.85,395.4,299
OFF-SU-6177,Stiletto Shears High Speed,Office Supplies,Supplies,48.09,384.72,313
TEC-PH-5249,Motorola Audio Dock with Caller ID,Technology,Phones,173.37,1040.22,311
OFF-FA-2903,Acco Clips to Go Binder Clips 24 Clips in Two Sizes,Office Supplies,Fasteners,2.84,5.68,306
OFF-AR-3490,Binney & Smith Markers Fluorescent,Office Supplies,Art,25.35,354.9,300
FUR-BO-3900,Dania Floating Shelf Set Traditional,Furniture,Bookcases,152.42,762.08,302
FUR-BO-3895,Dania Corner Shelving Pine,Furniture,Bookcases,82.28,575.96,302
TEC-MA-4212,Epson Receipt Printer Wireless,Technology,Machines,35.11,280.87,309
OFF-AR-3463,BIC Pencil Sharpener Water Color,Office Supplies,Art,32.19,450.66,300
FUR-BO-5962,Sauder Floating Shelf Set Traditional,Furniture,Bookcases,194.58,1167.48,302
TEC-CO-3703,Canon Personal Copier Color,Technology,Copiers,144.18,1297.62,304
OFF-ST-6057,Smead Shelving Blue,Office Supplies,Storage,44.04,440.37,312
OFF-BI-3269,Avery Durable Slant Ring Binders No Labels,Office Supplies,Binders,3.18,6.37,301
OFF-ST-6048,Smead Lockers Single Width,Office Supplies,Storage,178.6,1250.23,312
OFF-LA-3192,Avery 474,Office Supplies,Labels,2.3,4.61,308
FUR-BO-3177,Atlantic Metals Mobile 5-Shelf Bookcases Custom Colors,Furniture,Bookcases,255.83,1279.16,302
FUR-CH-4672,Hon Olson Stacker Chairs,Furniture,Chairs,264.78,1323.9,303
FUR-CH-4650,Hon Deluxe Fabric Upholstered Stacking Chairs Rounded Back,Furniture,Chairs,170.79,853.93,303
OFF-AR-5920,Sanford Markers Water Color,Office Supplies,Art,26.43,370.02,300
TEC-PH-3795,Cisco IP Phone 7961G VoIP phone - Dark gray,Technology,Phones,135.95,271.9,311
FUR-CH-5803,SAFCO Steel Folding Chair Set of Two,Furniture,Chairs,58.64,527.76,303
FUR-CH-5802,SAFCO Steel Folding Chair Red,Furniture,Chairs,77.14,462.83,303
FUR-FU-5738,Rubbermaid Photo Frame Erganomic,Furniture,Furnishings,50.37,402.96,307
OFF-BI-5618,Poly Designer Cover & Back,Office Supplies,Binders,18.99,113.94,301
FUR-FU-6254,Tenex Frame Duo Pack,Furniture,Furnishings,80.33,642.63,307
FUR-FU-4040,Eldon Door Stop Black,Furniture,Furnishings,40.13,401.28,307
FUR-BO-4859,Ikea Floating Shelf Set Traditional,Furniture,Bookcases,170.34,1362.72,302
TEC-PH-5272,Motorola Speaker Phone VoIP,Technology,Phones,129.87,1168.83,311
FUR-CH-5536,Padded Folding Chairs Black 4/Carton,Furniture,Chairs,56.69,170.06,303
TEC-AC-3386,Belkin Keyboard Programmable,Technology,Accessories,76.84,384.21,298
OFF-ST-4272,Fellowes Neat Ideas Storage Cubes,Office Supplies,Storage,32.48,129.92,312
OFF-AP-3858,Cuisinart Blender Silver,Office Supplies,Appliances,67.74,474.18,299
TEC-PH-5566,Panasonic Kx-TS550,Technology,Phones,27.59,82.78,311
OFF-ST-6296,"Tennsco Stur-D-Stor Boltless Shelving 5 Shelves 24"" Deep Sand",Office Supplies,Storage,135.31,541.24,312
FUR-FU-5091,"Linden 10"" Round Wall Clock Black",Furniture,Furnishings,15.28,45.84,307
OFF-ST-4093,Eldon Shelf Savers Cubes and Bins,Office Supplies,Storage,6.98,27.92,312
TEC-AC-3397,Belkin Numeric Keypad Erganomic,Technology,Accessories,59.25,414.75,298
OFF-EN-4886,"Inter-Office Recycled Envelopes Brown Kraft Button-String10"" x 13""  100/Box",Office Supplies,Envelopes,21.98,43.96,305
FUR-FU-5171,Master Caster Door Stop Brown,Furniture,Furnishings,5.08,25.4,307
OFF-ST-4107,Eldon Trays Single Width,Office Supplies,Storage,43.2,388.8,312
FUR-CH-5439,Office Star Chairmat Red,Furniture,Chairs,59.24,414.67,303
FUR-CH-4683,Hon Rocking Chair Red,Furniture,Chairs,130.62,914.34,303
TEC-CO-3593,Brother Fax and Copier High-Speed,Technology,Copiers,170.72,1536.49,304
OFF-AR-5361,Nontoxic Chalk,Office Supplies,Art,1.76,5.28,300
FUR-FU-4067,Eldon Frame Erganomic,Furniture,Furnishings,114.87,689.22,307
OFF-SU-6179,Stiletto Shears Steel,Office Supplies,Supplies,47.49,332.43,313
TEC-MA-5510,Okidata Printer Durable,Technology,Machines,161.17,967.03,309
FUR-FU-6331,Ultra Door Push Plate,Furniture,Furnishings,4.91,9.82,307
TEC-AC-5864,SanDisk Keyboard Bluetooth,Technology,Accessories,81.48,488.88,298
TEC-PH-5347,Nokia Office Telephone Full Size,Technology,Phones,66.42,664.2,311
OFF-PA-6555,Xerox 1996,Office Supplies,Paper,6.48,12.96,310
TEC-CO-6003,Sharp Ink High-Speed,Technology,Copiers,104.22,729.53,304
FUR-CH-4413,Global Italian Leather Office Chair,Furniture,Chairs,91.69,183.37,303
TEC-PH-5518,Ooma Telo VoIP Home Phone System,Technology,Phones,100.79,201.58,311
OFF-ST-4273,Fellowes Officeware Wire Shelving,Office Supplies,Storage,71.86,143.73,312
TEC-PH-4802,i.Sound Portable Power - 8000 mAh,Technology,Phones,42.39,84.78,311
OFF-PA-6447,Xerox 1897,Office Supplies,Paper,3.98,7.97,310
OFF-AP-4499,Hamilton Beach Microwave Silver,Office Supplies,Appliances,283.26,566.52,299
FUR-CH-4560,Harbour Creations Steel Folding Chair Set of Two,Furniture,Chairs,100.14,500.7,303
FUR-BO-5685,Riverside Palais Royal Lawyers Bookcase Royale Cherry Finish,Furniture,Bookcases,599.07,2396.27,302
FUR-BO-5952,Sauder Corner Shelving Metal,Furniture,Bookcases,97.84,1174.08,302
TEC-MA-6145,StarTech Phone White,Technology,Machines,72.93,583.44,309
FUR-FU-6239,Tenex Clock Erganomic,Furniture,Furnishings,48.87,342.09,307
FUR-FU-4112,Electrix Fluorescent Magnifier Lamps & Weighted Base,Furniture,Furnishings,39.47,315.78,307
TEC-MA-5497,Okidata Card Printer Durable,Technology,Machines,175.95,351.9,309
OFF-ST-3848,"Contico 72""H Heavy-Duty Storage System",Office Supplies,Storage,32.78,131.14,312
TEC-AC-6074,Sony 64GB Class 10 Micro SDHC R40 Memory Card,Technology,Accessories,28.79,57.58,298
FUR-TA-3768,Chromcraft Round Conference Tables,Furniture,Tables,122.0,244.01,314
OFF-EN-4440,GlobeWeis Interoffice Envelope Security-Tint,Office Supplies,Envelopes,45.2,361.58,305
FUR-CH-5408,Novimex Steel Folding Chair Red,Furniture,Chairs,43.86,306.99,303
FUR-TA-3769,Chromcraft Round Table Adjustable Height,Furniture,Tables,328.5,657.01,314
FUR-CH-4523,Harbour Creations Chairmat Black,Furniture,Chairs,62.61,688.74,303
OFF-AR-3527,Boston Canvas Fluorescent,Office Supplies,Art,54.9,274.5,300
TEC-PH-5260,Motorola Office Telephone Full Size,Technology,Phones,73.05,292.2,311
OFF-ST-6218,Super Decoflex Portable Personal File,Office Supplies,Storage,11.98,35.95,312
FUR-CH-5395,Novimex Rocking Chair Black,Furniture,Chairs,68.8,619.2,303
OFF-PA-6431,Xerox 1882,Office Supplies,Paper,44.78,89.57,310
OFF-ST-4255,Fellowes Desktop Hanging File Manager,Office Supplies,Storage,13.43,40.29,312
OFF-AP-4606,Holmes HEPA Air Purifier,Office Supplies,Appliances,17.42,34.85,299
FUR-TA-3419,Bevis Computer Table with Bottom Storage,Furniture,Tables,264.91,794.74,314
TEC-PH-3150,Apple Speaker Phone Cordless,Technology,Phones,67.28,538.24,311
TEC-PH-5833,Samsung Replacement EH64AVFWE Premium Headset,Technology,Phones,4.4,22.0,311
OFF-BI-3266,Avery Durable Poly Binders,Office Supplies,Binders,5.53,38.71,301
TEC-AC-5713,Rosewill 107 Normal Keys USB Wired Standard Keyboard,Technology,Accessories,13.48,13.48,298
OFF-PA-6537,Xerox 198,Office Supplies,Paper,3.98,15.94,310
OFF-AR-5300,Newell 322,Office Supplies,Art,1.46,4.37,300
OFF-EN-3664,Cameo Interoffice Envelope with clear poly window,Office Supplies,Envelopes,50.97,254.85,305
OFF-SU-4990,Kleencut Shears High Speed,Office Supplies,Supplies,42.09,252.56,313
FUR-TA-4677,Hon Rectangular Conference Tables,Furniture,Tables,227.55,2275.5,314
TEC-AC-5889,SanDisk Numeric Keypad USB,Technology,Accessories,53.16,425.28,298
TEC-AC-5605,Plantronics CS510 - Over-the-Head monaural Wireless Headset System,Technology,Accessories,329.95,1979.7,298
FUR-TA-5045,Laminate Occasional Tables,Furniture,Tables,123.3,863.13,314
FUR-FU-4102,Eldon Stacking Tray Duo Pack,Furniture,Furnishings,31.56,252.48,307
OFF-PA-3986,Eaton Cards & Envelopes 8.5 x 11,Office Supplies,Paper,49.32,394.56,310
TEC-PH-6014,ShoreTel ShorePhone IP 230 VoIP phone,Technology,Phones,135.19,946.34,311
TEC-PH-5622,Polycom SoundPoint IP 450 VoIP phone,Technology,Phones,180.69,361.38,311
FUR-CH-5426,Office Star - Contemporary Task Swivel chair with Loop Arms Charcoal,Furniture,Chairs,104.78,523.92,303
TEC-MA-6136,StarTech Card Printer Durable,Technology,Machines,163.62,654.48,309
OFF-ST-6247,Tenex File Cart Industrial,Office Supplies,Storage,120.72,362.15,312
OFF-BI-4280,Fellowes Presentation Covers for Comb Binding Machines,Office Supplies,Binders,14.55,116.4,301
FUR-FU-5158,Luxo Adjustable Task Clamp Lamp,Furniture,Furnishings,88.84,177.68,307
TEC-PH-5828,Samsung HM1900 Bluetooth Headset,Technology,Phones,17.56,52.68,311
FUR-CH-4546,Harbour Creations Rocking Chair Red,Furniture,Chairs,110.32,661.9,303
FUR-FU-3942,Deflect-O Frame Durable,Furniture,Furnishings,107.07,749.49,307
TEC-PH-6348,VTech DS6151,Technology,Phones,100.79,100.79,311
TEC-PH-5342,Nokia Headset with Caller ID,Technology,Phones,62.14,683.58,311
FUR-CH-5453,Office Star Steel Folding Chair Set of Two,Furniture,Chairs,84.56,591.95,303
OFF-LA-3191,Avery 473,Office Supplies,Labels,10.35,62.1,308
TEC-MA-5013,Konica Phone Wireless,Technology,Machines,86.19,861.9,309
OFF-EN-6350,Wausau Papers Astrobrights Colored Envelopes,Office Supplies,Envelopes,5.98,17.94,305
FUR-FU-5164,Magna Visual Magnetic Picture Hangers,Furniture,Furnishings,3.86,11.57,307
OFF-ST-4264,Fellowes Folders Wire Frame,Office Supplies,Storage,21.14,169.12,312
TEC-MA-5577,Panasonic Receipt Printer White,Technology,Machines,119.31,715.86,309
OFF-SU-6164,Stiletto Hand Letter Openers,Office Supplies,Supplies,7.68,23.04,313
TEC-MA-5002,Konica Card Printer Durable,Technology,Machines,175.29,1227.03,309
TEC-PH-3128,Apple Audio Dock Full Size,Technology,Phones,112.12,448.48,311
OFF-AP-4724,Hoover Coffee Grinder Silver,Office Supplies,Appliances,46.36,324.52,299
OFF-ST-4296,Fellowes Trays Wire Frame,Office Supplies,Storage,50.81,457.33,312
OFF-ST-5590,"Perma STOR-ALL Hanging File Box 13 1/8""W x 12 1/4""D x 10 1/2""H",Office Supplies,Storage,4.78,33.49,312
OFF-BI-6407,Wilson Jones Leather-Like Binders with DublLock Round Rings,Office Supplies,Binders,2.62,5.24,301
FUR-FU-4054,Eldon Expressions Wood Desk Accessories Oak,Furniture,Furnishings,2.95,14.76,307
FUR-CH-4674,Hon Pagoda Stacking Chairs,Furniture,Chairs,320.98,1604.9,303
FUR-CH-5806,SAFCO Swivel Stool Black,Furniture,Chairs,165.51,993.06,303
FUR-TA-3754,Chromcraft Bull-Nose Wood Round Conference Table Top Wood Base,Furniture,Tables,217.85,871.4,314
OFF-ST-6289,Tennsco Double-Tier Lockers,Office Supplies,Storage,225.02,900.08,312
FUR-FU-3943,Deflect-O Frame Erganomic,Furniture,Furnishings,97.79,586.76,307
FUR-TA-3752,"Chromcraft Bull-Nose Wood 48"" x 96"" Rectangular Conference Tables",Furniture,Tables,385.69,385.69,314
TEC-PH-5365,Nortel Networks T7316 E Nt8 B27,Technology,Phones,67.99,271.96,311
FUR-CH-5431,Office Star - Professional Matrix Back Chair with 2-to-1 Synchro Tilt and Mesh Fabric Seat,Furniture,Chairs,350.98,350.98,303
TEC-PH-3809,Cisco SPA 502G IP Phone,Technology,Phones,95.96,383.84,311
FUR-BO-3651,Bush Westfield Collection Bookcases Fully Assembled,Furniture,Bookcases,100.98,302.94,302
OFF-BI-6401,Wilson Jones Impact Binders,Office Supplies,Binders,4.14,45.58,301
OFF-AR-3408,Berol Giant Pencil Sharpener,Office Supplies,Art,16.99,101.94,300
TEC-PH-5341,Nokia Headset VoIP,Technology,Phones,48.8,292.8,311
FUR-BO-4865,Ikea Stackable Bookrack Mobile,Furniture,Bookcases,83.4,250.2,302
FUR-CH-4522,Harbour Creations Chairmat Adjustable,Furniture,Chairs,67.04,469.29,303
TEC-AC-5115,Logitech Keyboard Bluetooth,Technology,Accessories,48.3,338.1,298
OFF-BI-4567,Heavy-Duty E-Z-D Binders,Office Supplies,Binders,3.27,13.09,301
TEC-AC-4163,Enermax Memory Card Bluetooth,Technology,Accessories,114.39,915.12,298
OFF-AR-5330,Newell 35,Office Supplies,Art,3.28,19.68,300
OFF-PA-5716,"RSVP Cards & Envelopes Blank White 8-1/2"" X 11"" 24 Cards/25 Envelopes/Set",Office Supplies,Paper,5.08,10.16,310
FUR-FU-4109,Eldon Wave Desk Accessories,Furniture,Furnishings,5.89,17.67,307
TEC-AC-3390,Belkin Memory Card Programmable,Technology,Accessories,116.31,465.24,298
TEC-CO-4777,HP Ink Color,Technology,Copiers,130.14,520.56,304
TEC-AC-3404,Belkin Router Programmable,Technology,Accessories,260.25,1301.25,298
FUR-TA-3755,Chromcraft Coffee Table Adjustable Height,Furniture,Tables,121.18,727.06,314
OFF-AR-3489,Binney & Smith Markers Easy-Erase,Office Supplies,Art,24.36,24.36,300
OFF-BI-4364,GBC Recycled VeloBinder Covers,Office Supplies,Binders,17.04,34.08,301
TEC-PH-3153,Apple Speaker Phone with Caller ID,Technology,Phones,110.97,776.79,311
OFF-AP-4722,Hoover Coffee Grinder Black,Office Supplies,Appliances,68.22,477.54,299
OFF-BI-3256,Avery Binding Machine Durable,Office Supplies,Binders,50.34,453.06,301
FUR-FU-5679,Regeneration Desk Collection,Furniture,Furnishings,1.76,8.8,307
TEC-PH-5845,Samsung Speaker Phone VoIP,Technology,Phones,123.33,863.31,311
OFF-PA-6086,Southworth Parchment Paper & Envelopes,Office Supplies,Paper,6.54,13.08,310
FUR-FU-5729,Rubbermaid Frame Durable,Furniture,Furnishings,80.19,481.14,307
OFF-BI-4836,Ibico Recycled Linen-Style Covers,Office Supplies,Binders,31.25,437.47,301
FUR-FU-4036,Eldon Clock Durable,Furniture,Furnishings,53.55,374.85,307
OFF-BI-4831,Ibico Laser Imprintable Binding System Covers,Office Supplies,Binders,41.92,125.76,301
TEC-PH-3181,Avaya 5410 Digital phone,Technology,Phones,54.39,271.96,311
TEC-PH-3811,Cisco SPA301,Technology,Phones,124.79,249.58,311
OFF-BI-2904,"Acco Data Flex Cable Posts For Top & Bottom Load Binders 6"" Capacity",Office Supplies,Binders,8.34,58.41,301
FUR-BO-3649,Bush Westfield Collection Bookcases Dark Cherry Finish,Furniture,Bookcases,57.98,173.94,302
TEC-PH-5352,Nokia Signal Booster VoIP,Technology,Phones,136.59,682.95,311
FUR-BO-5768,Safco Corner Shelving Metal,Furniture,Bookcases,134.03,670.14,302
FUR-BO-3617,Bush 3-Shelf Cabinet Pine,Furniture,Bookcases,144.72,434.16,302
FUR-FU-5420,Nu-Dell Oak Frame,Furniture,Furnishings,8.54,25.63,307
OFF-LA-3242,Avery 52,Office Supplies,Labels,3.69,14.76,308
FUR-TA-5070,Lesro Training Table with Bottom Storage,Furniture,Tables,179.2,537.6,314
TEC-PH-5630,PowerGen Dual USB Car Charger,Technology,Phones,9.99,9.99,311
TEC-AC-3384,Belkin Keyboard Bluetooth,Technology,Accessories,83.88,335.52,298
FUR-FU-5984,"Seth Thomas 14"" Day/Date Wall Clock",Furniture,Furnishings,22.78,45.57,307
FUR-TA-3757,Chromcraft Coffee Table Rectangular,Furniture,Tables,176.44,529.32,314
OFF-AR-3510,Blackstonian Pencils,Office Supplies,Art,2.67,18.69,300
FUR-TA-4636,Hon Coffee Table with Bottom Storage,Furniture,Tables,221.13,663.39,314
TEC-AC-5859,SanDisk Cruzer 8 GB USB Flash Drive,Technology,Accessories,6.79,27.17,298
TEC-AC-4180,Enermax Numeric Keypad USB,Technology,Accessories,33.08,463.18,298
OFF-FA-3080,Alliance Big Bands Rubber Bands 12/Pack,Office Supplies,Fasteners,1.98,13.86,306
FUR-TA-4691,Hon Round Table Rectangular,Furniture,Tables,410.78,1232.35,314
OFF-BI-4351,GBC Personal VeloBind Strips,Office Supplies,Binders,3.59,28.75,301
FUR-TA-3438,Bevis Training Table with Bottom Storage,Furniture,Tables,133.99,401.98,314
OFF-AP-4949,KitchenAid Blender Black,Office Supplies,Appliances,88.45,442.26,299
OFF-AP-5938,Sanyo Counter Height Refrigerator with Crisper 3.6 Cubic Foot Stainless Steel/Black,Office Supplies,Appliances,328.14,2625.12,299
TEC-MA-5508,Okidata Phone White,Technology,Machines,85.26,426.3,309
FUR-BO-3631,Bush Corner Shelving Traditional,Furniture,Bookcases,82.66,330.64,302
OFF-AP-3400,Belkin Premiere Surge Master II 8-outlet surge protector,Office Supplies,Appliances,48.58,97.16,299
TEC-AC-3396,Belkin Numeric Keypad Bluetooth,Technology,Accessories,57.96,579.6,298
OFF-AP-3564,Breville Blender Silver,Office Supplies,Appliances,90.24,541.44,299
OFF-ST-5804,Safco Steel Mobile File Cart,Office Supplies,Storage,83.36,166.72,312
OFF-AR-3469,BIC Sketch Pad Easy-Erase,Office Supplies,Art,48.93,342.51,300
OFF-PA-6433,Xerox 1884,Office Supplies,Paper,15.98,143.86,310
TEC-PH-5814,Samsung Audio Dock VoIP,Technology,Phones,166.92,1168.44,311
OFF-ST-6065,Smead Trays Blue,Office Supplies,Storage,43.63,218.16,312
TEC-PH-3121,Anker 36W 4-Port USB Wall Charger Travel Power Adapter for iPhone 5s 5c 5,Technology,Phones,15.99,79.96,311
FUR-TA-5068,Lesro Training Table Fully Assembled,Furniture,Tables,270.27,1081.08,314
TEC-PH-4900,JBL Micro Wireless Portable Bluetooth Speaker,Technology,Phones,47.99,95.98,311
FUR-FU-3944,Deflect-o Glass Clear Studded Chair Mats,Furniture,Furnishings,62.18,124.36,307
OFF-AR-3478,Binney & Smith Canvas Water Color,Office Supplies,Art,54.54,381.78,300
OFF-AP-3372,Belkin F5C206VTEL 6 Outlet Surge,Office Supplies,Appliances,22.98,45.96,299
OFF-BI-6338,VariCap6 Expandable Binder,Office Supplies,Binders,13.84,55.36,301
OFF-BI-6410,Wilson Jones Standard D-Ring Binders,Office Supplies,Binders,5.06,25.3,301
FUR-TA-4648,Hon Conference Table with Bottom Storage,Furniture,Tables,245.73,491.46,314
TEC-MA-5578,Panasonic Receipt Printer Wireless,Technology,Machines,120.9,967.2,309
TEC-AC-4174,Enermax Mouse USB,Technology,Accessories,40.5,567.0,298
FUR-BO-4846,Ikea 3-Shelf Cabinet Pine,Furniture,Bookcases,143.79,575.16,302
OFF-FA-3586,Brites Rubber Bands 1 1/2 oz. Box,Office Supplies,Fasteners,1.98,5.94,306
OFF-AR-5292,Newell 315,Office Supplies,Art,5.98,17.94,300
OFF-PA-3113,"Ampad Evidence Wirebond Steno Books 6"" x 9""",Office Supplies,Paper,1.74,3.49,310
TEC-PH-3122,Anker Astro 15000mAh USB Portable Charger,Technology,Phones,39.99,159.97,311
OFF-AR-4798,Hunt PowerHouse Electric Pencil Sharpener Blue,Office Supplies,Art,30.38,121.54,300
OFF-AR-3520,Boston 1730 StandUp Electric Pencil Sharpener,Office Supplies,Art,21.38,64.14,300
TEC-PH-5095,Logitech B530 USB Headset - headset - Full size Binaural,Technology,Phones,29.59,88.78,311
OFF-ST-5627,Portable Personal File Box,Office Supplies,Storage,12.21,36.63,312
TEC-AC-5202,Memorex Keyboard USB,Technology,Accessories,47.7,333.9,298
OFF-LA-3229,Avery 508,Office Supplies,Labels,4.91,14.73,308
FUR-BO-4855,Ikea Corner Shelving Traditional,Furniture,Bookcases,65.63,262.53,302
OFF-PA-6522,Xerox 1966,Office Supplies,Paper,5.18,5.18,310
OFF-BI-3305,Avery Poly Binder Pockets,Office Supplies,Binders,3.58,10.74,301
OFF-BI-2902,Acco Binding Machine Recycled,Office Supplies,Binders,51.45,308.7,301
OFF-BI-3749,Catalog Binders with Expanding Posts,Office Supplies,Binders,13.46,13.46,301
OFF-BI-4371,"GBC Twin Loop Wire Binding Elements 9/16"" Spine Black",Office Supplies,Binders,3.04,27.4,301
FUR-TA-4625,Hon 94000 Series Round Tables,Furniture,Tables,177.71,1421.66,314
OFF-AP-4750,Hoover Upright Vacuum With Dirt Cup,Office Supplies,Appliances,289.53,1737.18,299
FUR-FU-3034,Advantus Frame Durable,Furniture,Furnishings,108.15,432.6,307
FUR-BO-3898,Dania Floating Shelf Set Mobile,Furniture,Bookcases,171.87,687.48,302
OFF-ST-4289,Fellowes Strictly Business Drawer File Letter/Legal Size,Office Supplies,Storage,140.85,704.25,312
OFF-PA-6457,Xerox 1906,Office Supplies,Paper,35.44,141.76,310
OFF-LA-3226,Avery 505,Office Supplies,Labels,14.8,74.0,308
FUR-FU-3946,Deflect-O Light Bulb Black,Furniture,Furnishings,18.99,18.99,307
FUR-FU-4755,"Howard Miller 11-1/2"" Diameter Ridgewood Wall Clock",Furniture,Furnishings,51.94,51.94,307
TEC-AC-5887,SanDisk Numeric Keypad Bluetooth,Technology,Accessories,37.04,481.52,298
OFF-EN-4917,Jiffy Mailers with clear poly window,Office Supplies,Envelopes,40.71,244.26,305
OFF-AR-5631,Prang Colored Pencils,Office Supplies,Art,2.94,14.7,300
OFF-BI-6382,Wilson Jones Binding Machine Clear,Office Supplies,Binders,48.42,338.94,301
TEC-PH-3816,Cisco Speaker Phone Full Size,Technology,Phones,55.91,447.26,311
OFF-LA-3201,Avery 482,Office Supplies,Labels,2.89,2.89,308
TEC-CO-4581,Hewlett Ink High-Speed,Technology,Copiers,132.19,264.38,304
TEC-AC-5149,Logitech MX Performance Wireless Mouse,Technology,Accessories,31.91,191.47,298
TEC-PH-5244,Mophie Juice Pack Helium for iPhone,Technology,Phones,63.99,191.98,311
FUR-FU-4113,Electrix Halogen Magnifier Lamp,Furniture,Furnishings,155.44,310.88,307
OFF-FA-3062,Advantus Rubber Bands Bulk Pack,Office Supplies,Fasteners,16.59,199.08,306
TEC-AC-4157,Enermax Keyboard Programmable,Technology,Accessories,84.96,424.8,298
FUR-TA-3417,Bevis Computer Table Adjustable Height,Furniture,Tables,295.25,1181.02,314
FUR-FU-4225,"Executive Impressions 10"" Spectator Wall Clock",Furniture,Furnishings,11.76,70.56,307
FUR-FU-3849,"Contract Clock 14"" Brown",Furniture,Furnishings,21.98,109.9,307
FUR-CH-5407,Novimex Steel Folding Chair Black,Furniture,Chairs,71.82,215.46,303
OFF-AR-6108,Stanley Canvas Water Color,Office Supplies,Art,52.65,526.5,300
FUR-TA-3775,Chromcraft Training Table Rectangular,Furniture,Tables,149.17,1044.22,314
FUR-TA-3337,Barricks Coffee Table Fully Assembled,Furniture,Tables,212.08,424.16,314
OFF-PA-4477,Green Bar Message Books Recycled,Office Supplies,Paper,23.7,189.6,310
FUR-CH-5438,Office Star Chairmat Black,Furniture,Chairs,63.39,887.46,303
TEC-CO-4587,Hewlett Personal Copier Digital,Technology,Copiers,143.91,575.64,304
OFF-AP-3856,Cuisinart Blender Black,Office Supplies,Appliances,66.42,531.36,299
FUR-TA-5051,Lesro Coffee Table Fully Assembled,Furniture,Tables,135.18,811.1,314
OFF-PA-6585,Xerox 221,Office Supplies,Paper,6.48,32.4,310
FUR-BO-5769,Safco Corner Shelving Mobile,Furniture,Bookcases,136.78,547.13,302
OFF-EN-5583,Peel & Seel Recycled Catalog Envelopes Brown,Office Supplies,Envelopes,11.58,57.9,305
OFF-PA-6600,Xerox Cards & Envelopes 8.5 x 11,Office Supplies,Paper,49.11,294.66,310
OFF-PA-6539,Xerox 1981,Office Supplies,Paper,5.28,21.12,310
FUR-FU-6101,Stacking Trays by OIC,Furniture,Furnishings,4.98,24.9,307
OFF-BI-3278,Avery Hanging File Binders,Office Supplies,Binders,4.78,14.35,301
OFF-BI-5714,Round Ring Binders,Office Supplies,Binders,1.66,4.99,301
OFF-EN-3662,Cameo Interoffice Envelope Security-Tint,Office Supplies,Envelopes,49.83,348.81,305
OFF-SU-4328,Fiskars Trimmer Steel,Office Supplies,Supplies,41.7,542.1,313
TEC-AC-4154,Enermax Flash Drive USB,Technology,Accessories,41.73,333.84,298
FUR-FU-6255,Tenex Frame Durable,Furniture,Furnishings,107.01,749.07,307
TEC-AC-4872,Imation 30456 USB Flash Drive 8GB,Technology,Accessories,6.9,20.7,298
FUR-BO-3618,Bush 3-Shelf Cabinet Traditional,Furniture,Bookcases,143.37,573.48,302
OFF-AR-5316,Newell 337,Office Supplies,Art,2.62,5.25,300
OFF-LA-3195,Avery 477,Office Supplies,Labels,30.53,274.77,308
FUR-TA-3335,"Barricks 18"" x 48"" Non-Folding Utility Table with Bottom Storage Shelf",Furniture,Tables,80.64,161.28,314
OFF-PA-3999,Eaton Message Books Multicolor,Office Supplies,Paper,21.99,21.99,310
FUR-TA-4671,Hon Non-Folding Utility Tables,Furniture,Tables,159.31,1115.17,314
TEC-PH-3170,AT&T TR1909W,Technology,Phones,100.79,302.38,311
TEC-AC-4300,First Data FD10 PIN Pad,Technology,Accessories,79.0,316.0,298
TEC-PH-3134,Apple Headset VoIP,Technology,Phones,60.88,365.28,311
FUR-CH-5432,Office Star - Task Chair with Contemporary Loop Arms,Furniture,Chairs,81.88,163.76,303
OFF-AR-3446,BIC Brite Liner Highlighters Chisel Tip,Office Supplies,Art,6.48,32.4,300
